Name,Genotype,Sent to and date,Constructed by,Thawed for and date,Constructed from,Isolation date,Isolation location,Gps latitude,Gps longitude,Description,SysID
VC40837,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20163,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20258,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20334,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20432,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20502,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20518,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20628,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20687,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20723,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC20772,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30131,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30191,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30204,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30221,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30222,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30247,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30252,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC30255,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40077,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40100,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40127,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40195,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40306,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40327,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40333,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40347,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40381,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40429,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40444,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40585,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40649,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40657,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40697,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40780,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40850,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40863,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC40898,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
VC41004,Whole-genome sequenced strain,-,Vancouver KO Group,-,VC2010,NA,NA,NA,NA,,
NIC1,wild type,-,C. Braendle,F. Schroeder (10/01/2015),NA,9/14/08,"Marseille, France",43.279,5.3543,,
NIC2,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",C. Braendle,D. Cook (06/18/2015),NA,9/14/08,"Marseille, France",43.279,5.3543,,
NIC3,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",C. Braendle,D. Cook (06/18/2015),NA,9/28/08,"Marseille, France",43.3636,5.3215,,
NIC4,wild type,-,C. Braendle,-,NA,9/28/08,"Marseille, France",43.3636,5.3215,,
NIC166,wild type,-,C. Braendle,F. Schroeder (10/01/2015),NA,7/27/07,"Canton of Vaud, Switzerland",46.72722,6.89775,,
NIC195,wild type,-,D. Bourc�۪his and J. Dumont,F. Schroeder (10/01/2015),NA,8/22/11,"Sant�۪Aana, Azores",38.545874,-28.37322,,
NIC196,wild type,-,D. Bourc�۪his and J. Dumont,-,NA,8/23/11,"Pranhia, Azores",38.4716405,-28.20149,,
NIC197,wild type,-,D. Bourc�۪his and J. Dumont,-,NA,8/23/11,"Poco dos Patas, Azores",38.39682,-28.25165,,
NIC198,wild type,-,D. Bourc�۪his and J. Dumont,-,NA,8/29/11,"Poco dos Patas, Azores",39.4364016,-31.23849,,
NIC199,wild type,-,D. Bourc�۪his and J. Dumont,F. Schroeder (10/01/2015),NA,3/9/11,"Faial da Terra, Azores",37.745428,-25.19929,,
NIC200,wild type,-,D. Bourc�۪his and J. Dumont,-,NA,5/9/11,"Ponta Delgada, Azores",37.74942,-25.66489,,
NIC207,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",C. Braendle,D. Cook (06/18/2015),NA,9/21/11,"Nice, France",43.720505,7.24045,,
NIC231,wild type,-,C. Braendle,F. Schroeder (10/01/2015),NA,11/14/11,"Nice, France",43.720505,7.24045,,
NIC232,wild type,-,C. Braendle,-,NA,11/14/11,"Nice, France",43.720505,7.24045,,
NIC236,wild type,-,C. Braendle,F. Schroeder (10/01/2015),NA,11/26/11,"Lourinha, Portugal",39.242006,-9.313417,,
NIC237,wild type,-,C. Braendle,-,NA,11/26/11,"Lourinha, Portugal",39.242006,-9.313417,,
QG556,wild type,-,A. Paaby,F. Schroeder (10/01/2015),NA,6/27/11,"Santa Barbara, CA",34.421629,-119.702021,,
QG557,wild type,-,A. Paaby,F. Schroeder (10/01/2015),NA,6/27/11,"Santa Barbara, CA",34.421629,-119.702021,,
QG558,wild type,-,A. Paaby,-,NA,6/27/11,"Santa Barbara, CA",34.421629,-119.702021,,
CX11271,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,9/1/03,"Los Angeles, USA",34.13712,-118.12532,,
CX11285,wild type,"BeomseokSeo(08/10/2015), Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015), Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (01/30/2014), Beomseok Seo (07/20/2015)",NA,9/1/03,"Los Angeles, USA",34.14331,-118.05496,,
DL200,wild type,-,D. Denver,"E. Andersen (05/20/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,12/1/07,"Addis Ababa, Ethiopia",9.03,38.74,,
JU1896,wild type,"Frank Schroeder (07/15/2015), Charlie Baer (09/28/2015)",M. Barkoulas,"E. Andersen (05/23/2013), E. Andersen (01/30/2014), F. Schroeder (06/18/2015)",NA,1/2/01,"Athens, Greece",37.999722,23.749673,,
ECA259,wild type,-,S. Baird,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,11/28/98,NA,NA,NA,,
EG4347,wild type,-,M. Ailion,"E. Andersen (05/21/2013), E. Andersen (05/29/3013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,10/1/06,"Eugene, USA",44.04789,-123.07108,,
MY1,wild type,-,H. Schulenburg,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,7/1/02,"Lingen, Germany",52.54,7.31,,
MY23,wild type,"Jagan Srinivasan (1/21/2014) (2/18/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",H. Schulenburg,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,7/1/02,"Roxel, Germany",51.96,7.53,,
JU258,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",M-A. F̩lix,"E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,10/1/01,"Ribeiro Frio, Madeira",32.73,-16.89,,
DL238,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015), BeomseokSeo(08/10/2015)",J. Knapp,"E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,7/15/08,"Manuka, HI",19.22,-155.82,,
LKC34,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",V. Stowell,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,6/17/05,"Unknown city, Madagascar",-18,46,,
LSJ1,wild type,-,W. Nicholas,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,1/1/51,"Bristol, United Kingdom",51.45,-2.59,,
JU1200,wild type,-,T. Page,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,8/1/07,"Dundonald, United Kingdom",55.577,-4.6,,
ED3011,wild type,-,A. Cutter,"E. Andersen (05/21/2013), E. Andersen (05/29/3013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,11/11/04,"Edinburgh, Scotland",55.92,-3.19,,
EG4946,wild type,"Frank Schroeder (07/15/2015), Charlie Baer (09/28/2015)",M. Ailion,"E. Andersen (05/21/2013), E. Andersen (05/29/3013), E. Andersen (01/30/2014), F. Schroeder (06/18/2015)",NA,9/27/07,"Salt Lake City, USA",40.72596,-111.82184,,
JU363,wild type,-,M-A. F̩lix,"e. Andersen (05/21/2013), E. Andersen(05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,9/16/02,"Francoville, France",48.98,2.23,,
ED3073,wild type,"Frank Schroeder (07/15/2015), Charlie Baer (09/28/2015)",E. Dolgin,"E. Andersen (05/21/2013), E. Andersen (05/29/3013), E. Andersen (01/30/2014), F. Schroeder (06/18/2015)",NA,3/1/06,"Limuru, Kenya",-1.05,36.39,,
JT11398,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015), BeomseokSeo(08/10/2015)",J. Kemner,"e. Andersen (05/21/2013), E. Andersen(05/29/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,12/1/03,"Lake Forest Park, USA",47.763944,-122.275484,,
JU1586,wild type,-,M-A. F̩lix,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,11/3/08,"Le Blanc, France",46.63,1.06,,
QX1414,wild type,-,J. Gerke,-,NA,9/1/08,"Pilot Grove, MO",38.890061,92.892883,,
QX1410,wild type,-,E. Andersen,-,NA,12/1/08,St. Lucia,13.821844,61.049778,,
JU830,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,9/28/05,"T�_bingen, Germany",48.52,9.05,,
JU847,wild type,"Frank Schroeder (07/15/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (06/18/2015)",NA,10/3/05,"Obernai, France",48.46,7.461,,
JU1212,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,9/24/07,"Primel Tr̩gastel, France",48.71,-3.81,,
QX2263,wild type,-,E. Alvarez-Saavedra,-,NA,3/2/12,"Buenos Aires, Argentina",-34.454888,-58.745782,,
QX2264,wild type,-,E. Alvarez-Saavedra,-,NA,3/2/12,"Buenos Aires, Argentina",-34.454888,-58.745782,,
ECA258,wild type,-,Baer Lab,-,NA,NA,NA,NA,NA,,
ECA264,wild type,-,A. Fodor,M. Zamanian (06/18/15),AF16,-,"Ahmedabad, India",23.03,72.56,,
ECA263,wild type,-,H. Kagawa,-,HK104,-,"Okayama, Japan",34.6,133.9,,
AB1,wild type,"Frank Schroeder (07/01/2014), Jon Pierce-Shimamura (09/21/2015), Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",D. Riddle and A. Bird,"E. Andersen (5.17.2013), E. Andersen (01/30/2014), J. Pierce-Shimamura (09/11/2015)",NA,1/1/83,"Adelaide, Australia",-34.93,138.59,,
ED3052,wild type,-,E. Dolgin,"E. Andersen (05/21/2013), E. Andersen (01/30/2014), F. Schroeder (09/11/2015)",NA,3/1/06,"Ceres, South Africa",-33.22,19.19,,
ED3077,wild type,-,-,"E. Andersen (05/21/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,3/1/06,"Nairobi, Kenya",NA,NA,,
JU360,wild type,-,M-A. F̩lix,"E. Andersen (05/21/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,9/2/02,"Francoville, France",48.98,2.23,,
JU1530,wild type,-,M-A. F̩lix,"E. Andersen (05/23/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,9/9/08,"Orsay, France",48.7015,2.1725,,
JU1652,wild type,"Frank Schroeder (07/15/2015), Charlie Baer (09/28/2015)",-,"E. Andersen (05/23/2013), E. Andersen (01/30/2014), F. Schroeder (06/18/2015)",NA,1/1/09,"Montevideo, Uruguay",-34.86,-56.19,,
JU2007,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",M. Barkoulas,D. Cook (06/18/2015),NA,10/1/10,"Cowes, Isle of Wight, UK",50.6,-1.3,,
AB4,wild type,"BeomseokSeo(08/10/2015), Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015), Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",D. Riddle and A. Bird,"E. Andersen (05/17/2013), E. Andersen (01/30/2014), Beomseok Seo (07/20/2015)",NA,1/1/83,"Adelaide, Australia",-34.93,138.59,,
ECA248,wild type,"BeomseokSeo(08/10/2015), Frank Schroeder (09/21/2015), Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",T. Doniach,Beomseok Seo (07/20/2015),NA,1/1/82,"Palo Alto, USA",37.44,-122.14,,
CB4932,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",P.S. Grewal,"E. Andersen (05/17/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,pre-1991,"Taunton, United Kingdom",51.02,-3.1,,
CX11276,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,9/3/13,"Los Angeles, USA",34.20111,-118.21198,,
DL226,wild type,-,C. Hilburn,"E. Andersen (05/20/2013), E. Andersen (01/30/2014). F. Schroeder (9/11/2015)",NA,1/1/07,"Corvalis, USA",44.5633,-123.2821,,
ED3017,wild type,"Jagan Srinivasan (1/21/2014) (2/28/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",A. Cutter,"E. Andersen (05/21/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,12/3/04,"Edinburgh, Scotland",55.92,-3.19,,
ED3046,wild type,-,E. Dolgin,"E. Andersen (05/21/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,3/1/06,"Ceres, South Africa",-33.22,19.19,,
ED3048,wild type,-,E. Dolgin,"E. Andersen (05/21/2013), E. Andersen (01/30/2014), F. Schroeder (9/11/2015)",NA,3/1/06,"Ceres, South Africa",-33.22,19.19,,
EG4349,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015), Charlie Baer (09/28/2015)",M. Ailion,"E. Andersen (05/21/2013), E. Andersen (01/30/2014), D. Cook (06/18/2015)",NA,10/1/06,"Salt Lake City, USA",40.771467,-111.87316,,
EG4725,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",M. Ailion,"E. Andersen (05/21/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,3/1/07,"Amares, Portugal",41.628771,-8.347617,,
JU315,wild type,-,M-A. F̩lix,-,NA,9/8/02,"Merlet, France",44.2,4.4,,
JU346,wild type,-,M-A. F̩lix,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (9/11/2015)",NA,9/8/02,"Merlet, France",44.2,4.4,,
JU367,wild type,Frank Schroeder (07/15/2015),M-A. F̩lix,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,9/16/02,"Francoville, France",48.98,2.23,,
JU393,wild type,-,A. Barri̬re,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (9/11/2015)",NA,9/1/02,"Hermanville, France",49.28,-0.32,,
JU440,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (9/11/2015)",NA,9/12/03,"Beauch̻ne, France",48.715,1.56,,
JU561,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,10/3/04,"Sainte-Barbe, France",48.71,-3.81,,
JU782,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,7/10/05,"Lisbon, Portugal",38.7191,-9.1503,,
JU1172,wild type,Frank Schroeder (07/15/2015),M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,4/1/07,"Concepcion, Chile",-36.87,-73.04,,
JU1516,wild type,Frank Schroeder (09/21/2015),M-A. F̩lix,F. Schroeder (07/20/2015),NA,9/9/08,"Orsay, France",48.7015,2.1725,,
JU1580,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/23/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,10/6/08,"Orsay, France",48.7015,2.1725,,
JU1242,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,10/14/07,"Santeuil, France",49.1269,1.9595,,
JU1246,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,10/14/07,"Santeuil, France",49.12618,1.96152,,
KR314,wild type,"Frank Schroeder (07/01/2014), BeomseokSeo(08/10/2015)",F. Dill,"E. Andersen (05/23/2013), E. Andersen (02/03/2014), D. Cook (06/18/2015)",NA,5/1/84,"Vancouver, Canada",49.28,-123.13,,
MY10,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",H. Schulenburg,"E. Andersen (05/23/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,7/1/02,"Roxel, Germany",51.96,7.53,,
MY16,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (7/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",H. Schulenburg,"E. Andersen (05/23/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,7/1/02,"Mecklenbeck, Germany",51.93,7.57,,
PB303,wild type,"David Raizen (6/2/2014), Frank Schroeder (07/01/2014), BeomseokSeo(08/10/2015)",S. Baird,"E. Andersen (05/23/2013), E. Andersen (02/03/2014), Beomseok Seo (07/20/2015)",NA,11/14/98,NA,NA,NA,,
PS2025,wild type,Frank Schroeder (07/15/2015),J. Demodena,"E. Andersen (05/23/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,Unknown,"Altadena, USA",34.19,-118.13,,
QG537,wild type,Frank Schroeder (07/15/2015),M. Rockman,F. Schroeder (07/20/2015),NA,12/30/10,"San Francisco, USA",37.7502,-122.4331,,
QG538,wild type,Frank Schroeder (09/21/2015),M. Rockman,F. Schroeder (07/20/2015),NA,12/30/10,"San Francisco, USA",37.7502,-122.4331,,
QX1211,wild type,-,M. Rockman,E. Andersen (11/06/2015),NA,11/26/07,"San Francisco, USA",37.7502,-122.4331,,
QX1791,wild type,Frank Schroeder (09/21/2015),E. Andersen,F. Schroeder (07/20/2015),NA,1/27/11,"Maui, USA",20.6344,-156.3935,,
QX1792,wild type,Frank Schroeder (09/21/2015),E. Andersen,F. Schroeder (07/20/2015),NA,1/28/11,"Maui, USA",20.70554,-156.35475,,
ECA243,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",V. Nigon,"E. Andersen (05/17/2013), E. Andersen (02/03/2014), E. Andersen (11/06/15)",NA,pre-1949,"Bergerac, France",44.85,0.48,,
ECA246,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",C.D. Johnson,F. Schroeder (10/01/2015),NA,1/1/74,"Altadena, USA",34.189,-118.131,,
CB4854,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",C.D. Johnson,"E. Andersen (05/17/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,5/1/74,"Altadena, USA",34.189,-118.131,,
CB4856,wild type,"Sam Lasse (7/24/14), Daehan Lee (8/5/2014), Max Heiman (04/28/2015), Patrick McGrath (05/11/2015), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015), BeomseokSeo(08/10/2015), Junho Lee (11/16/2015), Eric Miska (11/24/2015)",L. Hollen,-,NA,8/1/72,"Oahu, Hawaii",21.33,-157.86,,
CX11307,wild type,-,A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,9/3/13,"Los Angeles, USA",34.12946,-118.10987,,
CX11315,wild type,-,A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,9/3/13,"Los Angeles, USA",34.12946,-118.10987,,
ED3005,wild type,Frank Schroeder (07/15/2015),A. Cutter,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,10/25/04,"Edinburgh, United Kingdom",55.94,-3.36,,
ED3012,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",A. Cutter,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,11/26/04,"Edinburgh, Scotland",55.92,-3.19,,
ED3040,wild type,-,E. Dolgin,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,3/1/06,"Johannesburg, South Africa",-26.1,28.01,,
ED3049,wild type,Frank Schroeder (07/15/2015),E. Dolgin,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,3/1/06,"Ceres, South Africa",-33.22,19.19,,
EG4724,wild type,-,M. Ailion,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (10/01/2015)",NA,3/1/07,"Amares, Portugal",41.628771,-8.347617,,
GXW1,wild type,-,Unknown,F. Schroeder (10/01/2015),NA,11/5/10,"Wuhan City, China",30.542889,114.419828,,
JU310,wild type,"Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,8/25/02,"Le Blanc, France",46.63,1.06,,
JU311,wild type,"BeomseokSeo(08/10/2015), Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), Beomseok Seo (07/20/2015)",NA,9/8/02,"Merlet, France",44.42,4.4,,
JU323,wild type,"Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/21/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,9/8/02,"Merlet, France",44.42,4.4,,
JU397,wild type,"Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",A. Barri̬re,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,9/1/02,"Hermanville, France",49.28,-0.32,,
JU406,wild type,Frank Schroeder (07/15/2015),A. Barri̬re,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,9/1/02,"Hermanville, France",49.28,-0.32,,
JU642,wild type,Frank Schroeder (07/15/2015),M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (06/18/2015)",NA,12/14/04,"Le Perreux-sur-Marne, France",48.84,2.5,,
JU751,wild type,"Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,6/8/05,"Le Perreux-sur-Marne, France",48.44,2.5,,
JU774,wild type,"Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,7/10/05,"Carcavelos, Portugal",38.683,-9.34,,
